,FMID,MarketName,Website,Facebook,TwitterHandle,Youtube,OtherMedia,Instagram,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,StateCode,Population
8217,1011229,Way Green Local Fare Market,http://www.waygreen.wix.com/waygreen,,,,,,1460 n Augusta Ave,Waycross,Ware,Georgia,31503,06/06/2015 to 10/03/2015,,,,,,,,-82.38185109999999,31.235752,,Y,N,N,N,N,-,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,2015-06-10T22:02:15Z,GA,24367.0
8221,1010877,Wayne County Farmers Market,,Facebook;Wayne county farmers market,,,,,200 Willow Avenue,Honesdale,Wayne,Pennsylvania,18431,05/23/2015 to 10/31/2015,Sat: 9:30 AM-1:30 PM;,,,,,,,-75.251361,41.566953000000005,,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,2015-03-03T22:09:23Z,PA,5536.0
8222,1011907,Wayne County Farmers Market,http://www.thewcfm.org,https://www.facebook.com/thewcfm,,,,,533 N. 1st Street,Jesup,Wayne,Georgia,31545,04/01/2016 to 10/29/2016,Fri: 1:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-81.8821369,31.610032300000004,,Y,N,N,N,Y,-,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,2016-04-28T15:39:53Z,GA,12090.0
8223,1001705,Wayne County Farmers Market,,https://www.facebook.com/WayneCountyFarmersMarket,,,,,185 West Main St.,Torrey,Wayne,Utah,84775,May to September,Sat:4:00 PM - 6:30 PM;,,,,,,,-111.425,38.29903,Private business parking lot,N,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-03T21:19:41Z,UT,243.0
8224,1000961,Wayne County Farmers Market Association,,,,,,,221 Central Avenue,Wayne,Wayne,West Virginia,25570,05/01/2015 to,Mon: 8:00 AM-7:00 PM;Tue: 8:00 AM-7:00 PM;Wed: 8:00 AM-7:00 PM;Thu: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,-82.449667,38.291284000000005,,Y,Y,N,Y,Y,-,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2015-03-30T20:01:00Z,WV,1408.0
8227,1003813,Wayne County Mini Mobile Farmer's Market,,,,,,,Intersection of Herman and Pou,Goldsboro,Wayne,North Carolina,27530,June to October,Wed:9:30 am - 2:30 pm;,,,,,,,-77.9823,35.3837,Local government building grounds,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011-04-04T16:01:37Z,NC,58972.0
8228,1008206,Wayne Farmers Market,,https://www.facebook.com/waynefarmersmarket,,,,,3355 S. Wayne Rd,Wayne,Wayne,Michigan,48184,05/07/2014 to 10/29/2014,Wed: 3:00 PM-7:00 PM;,,,,,,,-83.38221899999999,42.284294,Local government building grounds,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T11:09:28Z,MI,16947.0
8229,1018153,Wayne Farmers Market,,,,,,,510 Pearl Street,Wayne,Wayne,Nebraska,68787,06/07/2017 to 10/21/2017,Wed: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-97.019409,42.234244,,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2017-06-20T13:40:57Z,NE,5394.0
8231,1012485,Wayne State University Farmers Market,http://www.clas.wayne.edu/seedwayne,https://facebook.com/WSUFarmersMarket/,wsufarmersmkt,,instagram: wsufarmersmarket,instagram: wsufarmersmarket,5401 Cass Avenue,Detroit,Wayne,Michigan,48202,06/01/2016 to 10/26/2016,Wed: 11:00 AM-4:00 PM;,,,,,,,-83.0689052,42.3588968,,Y,Y,N,Y,Y,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,7/12/2016 12:21:45 PM,MI,3522206.0
8239,1012839,Weaver Library Farmers' Market,http://www.eastprovidencelibrary.org,https://www.facebook.com/Weaver-Library-Farmers-Market-1704373393183379,,,@weaverlibrary,,41 Grove Avenue,East Providence,Providence,Rhode Island,2914,06/22/2017 to 09/14/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-71.375259,41.818466,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,2017-01-25T14:43:28Z,RI,47600.0
8241,1003193,Weaverville Tailgate Market,http://www.weavervilletailgate.org/,,,,,,60 Lakeshore Drive,Weaverville,Buncombe,North Carolina,28787,,,,,,,,,-82.56912,35.69073,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2013-06-13T15:00:27Z,NC,3911.0
8242,1009835,Webb City Farmers Market,http://webbcityfarmersmarket.com,,,,,,557 East Tracy Street,Webb City,Jasper,Missouri,64870,04/19/2016 to 09/30/2016,Tue: 4:00 PM-7:00 PM;Thu: 11:00 AM-2:00 PM;Sat: 9:00 AM-12:00 PM;,11/01/2016 to 04/15/2017,Sat: 9:00 AM-12:00 PM;,,,,,-94.462007,37.14005,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2016-07-07T09:48:00Z,MO,11334.0
8243,1000721,Weberstown Mall Certified Farmers Market,http://www.sjcfarmersmarket.com,,,,,,4994 Claremont Ave.,Stockton,San Joaquin,California,95207,04/04/2013 to 11/27/2013,Thu: 8:00 AM-1:00 PM;Sun: 8:00 AM-1:00 PM;,,,,,,,-121.308547973633,37.997489929199205,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-27T23:57:08Z,CA,394467.0
8244,1006385,Webster City Farmers Market,,https://www.facebook.com/pages/Webster-City-Farmers-Market/117809551586110,,,,,City Plaza,Webster City,Hamilton,Iowa,50595,05/24/2014 to 10/25/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-93.81654,42.46893,Local government building grounds,Y,N,Y,Y,N,-,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-13T13:33:34Z,IA,7489.0
8246,1002450,Webster Groves Farmers Market,http://www.webstergrovesfarmersmarket.com,https://www.facebook.com/WebsterGrovesFarmersMarket?ref=hl,WGFarmersMarket,,https://www.instagram.com/wgfarmersmarket/,https://www.instagram.com/wgfarmersmarket/,Big Bend Blvd. and South Old Orchard Ave.,Webster Groves,St. Louis,Missouri,63119,05/05/2016 to 10/27/2016,Thu: 3:00 PM-6:30 PM;,,,,,,,-90.338837,38.591238,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2016-06-28T22:05:04Z,MO,22886.0
8248,1000384,"Webster's Joe Obbie Farmers' Market, Inc.",http://www.webstersjoeobbiefarmersmarketinc.org,https://www.facebook.com/pages/Websters-Joe-Obbie-Farmers-Market-Inc/271407932889827,,,,,"1028 Ridge Road, Webster Towne Center",Webster,Monroe,New York,14580,06/13/2015 to 10/31/2015,Wed: 3:00 PM-6:00 PM;Sat: 8:30 AM-1:00 PM;,,,,,,,-77.45294799999999,43.212229,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,3/19/2015 12:36:56 PM,NY,5652.0
8250,1008383,Wednesday Ft. Pierce Green Market-food-co-op,,https://www.facebook.com/WednesdayFtPierceGreenMarketFoodCoOp,,,,,Marina Square @ Indian River Lagoon,Fort Pierce,St. Lucie,Florida,34950,10/23/2013 to 05/07/2014,Wed: 1:00 PM-;,,,,,,,-80.321572,27.448039,Local government building grounds,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2014-04-10T18:55:38Z,FL,45581.0
8253,1011884,Weedsport Area Farmers' Market,http://weedsportchamber.org/farmersmarket/,https://www.facebook.com/WeedsportAreaFarmersMarket/,,,,,2690 E. Brutus Street,Weedsport,Cayuga,New York,13166,05/25/2016 to 10/26/2016,Wed: 3:30 PM-6:30 PM;,,,,,,,-76.56268299999999,43.048553000000005,,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-28T09:06:38Z,NY,2975.0
8255,1008754,Weeks Pumpkins And Produce,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1497,,,,,,21 Shaffer Road,Fair Grove,Dallas,Missouri,65648,,,,,,,,,-93.109643,37.416978,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 12:14:20 PM,MO,1463.0
8256,1006198,Weeksville Farmers Market,http://www.weeksvillesociety.org,,,,,,1698 Bergen Street,Brooklyn,Kings,New York,11213,07/06/2013 to 10/26/2013,Sat: 9:00 AM-2:00 PM;,,,,,,,-73.925886,40.674617,Other,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/18/2014 12:31:31 PM,NY,2629150.0
8258,1000789,Weirton Events Center,http://www.hancock.ext.wvu.edu/,,,,,,3322 East Street,Weirton,Hancock,West Virginia,26062,"July 12, 2012 to October 25, 2012",Thu:3:00 PM - 6:00 PM;,,,,,,,-80.5877512,40.4037733,Other,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-23T16:45:58Z,WV,67082.0
8259,1000788,Weirton Farmers Market,http://www.hancock.ext.wvu.edu/,,,,,,306-308 Penco Road,Weirton,Hancock,West Virginia,26062,"July 9, 2012 to October 29, 2012",Mon:3:00 PM - 6:00 PM;,,,,,,,-80.5470929,40.4091875,Other,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-23T16:36:23Z,WV,67082.0
8260,1012212,Weiser Farmer's Market,,Weiser Farmers Market,,,,,1 State Street,Weiser,Washington,Idaho,83672,08/18/2016 to 09/29/2016,Thu: 5:30 PM-7:30 PM;,,,,,,,-116.97113,44.244083,,Y,N,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-03T22:16:48Z,ID,5513.0
8261,1005810,Welcome Center Farmers Market,http://www.HarrisonCountyParks.org/welcome,https://www.facebook.com/pages/Harrison-County-Iowa-Welcome-Center/198265796855610,,,,,2931 Monroe Avenue,Missouri Valley,Harrison,Iowa,51555,05/21/2015 to 10/15/2015,Thu: 3:30 PM-6:30 PM;,,,,,,,-95.846636,41.583671,,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,2015-03-20T15:40:10Z,IA,2631.0
8262,1012687,Welk Certified Farmers' Market,,facebook.com/welkfm,,,instagram: @welkfm,instagram: @welkfm,8860 Lawrence Welk Dr,Escondido,San Diego,California,92026,01/01/2016 to 12/31/2016,Mon: 3:00 PM-7:00 PM;,,,,,,,-117.142839,33.232552,,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,2016-07-18T11:14:18Z,CA,151969.0
8266,1017924,Wellington Farmers Market,http://www.wellingtoncofarmersmarket.org,https://www.facebook.com/wellingtoncofarmersmarket,,,,,3rd & Harrison,Wellington,Larimer,Colorado,80549,06/17/2017 to 10/14/2017,Sat: 9:30 AM-1:30 PM;,,,,,,,-105.00501809999999,40.7048195,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2017-04-21T11:03:00Z,CO,9429.0
8267,1008196,Wellington Farmers Market,http://www.wellingtonfarmersmarket.org,https://www.facebook.com/pages/Wellington-Farmers-Market/213277332020136,,,,,115 Willard Memorial Square,Wellington,Lorain,Ohio,44090,06/17/2016 to 10/14/2016,Fri: 5:00 PM-7:00 PM;,,,,,,,-82.2179354,41.1689421,,Y,N,N,Y,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,2016-06-27T15:25:32Z,OH,4938.0
8269,1002890,Wellington Square Certified Farmers Market,http://www.wellingtonsquarefarmersmarket.com,https://www.facebook.com/wellingtonsquarefarmersmarket,wsfarmersmarket,,,,4394 W Washington Blvd.,Los Angeles,Los Angeles,California,90016,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-118.334753,34.03979,,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,2016-06-27T15:07:47Z,CA,12815475.0
8275,1001482,Wellsville Farmer's Market,,,,,,,North Main Street,Wellsville,Allegany,New York,14895,May to September,Thu:12:00 PM - 6:00 PM;,,,,,,,-77.94747,42.120956,Healthcare Institution,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-06-01T15:57:35Z,NY,5788.0
8277,1003474,Wenatchee Valley Farmers Market,http://www.wenatcheefarmersmarket.com,https://www.facebook.com/pages/Wenatchee-Valley-Farmers-Market/111910065486646?bookmark_t=page,,,,,7 North Worthen St,Wenatchee,Chelan,Washington,98801,05/09/2015 to 12/19/2015,Wed: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-120.3078625,47.424963299999995,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,2016-06-28T13:58:08Z,WA,71512.0
8279,1001145,Wendell Farmers Market,http://www.wendellchambercommerce.com,,,,,,,Wendell,Wake,North Carolina,,May to October,Sat:9:00 am - 1:00 pm;,,,,,,,-78.3713,35.781,Private business parking lot,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2011-04-25T10:15:52Z,NC,16408.0
8284,1002280,Wesmar Farms Market,http://www.WesMarFarms.com,https://www.facebook.com/pages/WesMar-Farms,WesMarFarms,,,,851 Couvillion St,Moreauville,Avoyelles,Louisiana,71355,01/20/2014 to 06/01/2014,Thu: 2:00 PM-6:00 PM;,,,,,,,-91.979567,31.035239,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,Y,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-04T10:47:30Z,LA,894.0
8286,1008910,West 42nd Street,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,,West 42nd Street between 11th & 12th Aves,Manhattan,New York,New York,10036,07/10/2013 to 11/27/2013,Wed: 8:00 AM-6:00 PM;,,,,,,,-73.999871,40.761381,Other,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T11:56:50Z,NY,1643734.0
8287,1011598,West Allis Farmers Market,http://www.westalliswi.gov/farmersmarket,https://www.facebook.com/pages/West-Allis-Farmers-Market/209124019129411?sk=info&tab=overview,,,,,6501 W National Ave,West Allis,Milwaukee,Wisconsin,53214,05/03/2015 to 10/25/2015,Tue: 12:00 PM-6:00 PM;Thu: 12:00 PM-6:00 PM;Sat: 1:00 PM-6:00 PM;,,,,,,,-87.99376,43.014454,,Y,N,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,2015-08-03T11:06:35Z,WI,59934.0
8288,1012261,West Anaheim Farmers' Market,http://www.downtownanaheim.com/westanaheimfarmersmarket,https://www.facebook.com/westanaheimfarmersmarket,,,,,3100 W Orange Ave,Anaheim,Orange,California,92804,05/01/2016 to 10/01/2016,Wed: 4:00 PM-8:00 PM;,,,,,,,-117.99841599999999,33.824344,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-05T20:09:01Z,CA,352497.0
8290,1018336,West Ashley Farmers Market,http://www.charlestonfarmersmarket.com/westashley/,https://www.facebook.com/westashleyfarmersmarket/,washleyfarms,,instagram; @washleyfarmersmarket,instagram; @washleyfarmersmarket,55 Sycamore Avenue,Charleston,Charleston,South Carolina,29407,04/19/2017 to 10/04/2017,Wed: 3:00 PM-7:00 PM;,,,,,,,-79.987776,32.789321,,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,2017-06-22T10:44:23Z,SC,616085.0
8293,1006062,West Branch Farmers Market,http://www.westbranch.com,,,,,,S 3rd Street - Downtown at the light,West Branch,Ogemaw,Michigan,48661,06/11/2016 to 10/29/2016,Sat: 8:00 AM-2:00 PM;,,,,,,,-84.2385,44.276,,Y,Y,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-07-06T11:50:39Z,MI,2061.0
8295,1009762,West Broadway Farmers Market,http://www.northmpls.org/westbroadwaymarket,https://www.facebook.com/westbroadwayfarmersmarket,,,http://instagram.com/wbfm,http://instagram.com/wbfm,900 West Broadway Ave,Minneapolis,Hennepin,Minnesota,55411,06/20/2014 to 10/17/2014,Fri: 3:00 PM-7:00 PM;,,,,,,,-93.293109,44.999210999999995,Private business parking lot,N,Y,N,N,Y,-,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/4/2014 12:55:40 PM,MN,2926757.0
8299,1000255,West Chester Growers Market,http://www.westchestergrowersmarket.com,https://www.facebook.com/WestChesterGrowersMarket,wcgrowersmarket,,instagram : wcgrowersmarket,instagram : wcgrowersmarket,Church & Chestnut Streets,West Chester,Chester,Pennsylvania,19380,05/04/2013 to 11/30/2013,Sat: 9:00 AM-1:00 PM;,12/07/2013 to 04/26/2014,Sat: 10:00 AM-12:00 PM;,,,,,-75.60719240000002,39.9609217,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,2015-07-27T14:01:05Z,PA,20060.0
8300,1008579,West Coast Farmers Markets At Brisbane,http://www.westcoastfarmersmarkets.org,https://www.facebook.com/WestCoastFamersMarketAssociation,,,,,Old County Rd & San Francisco St.,Brisbane,San Mateo,California,,01/01/2013 to 12/31/2013,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.402383,37.684771000000005,Other,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2013-06-26T16:02:08Z,CA,4721.0
8301,1007322,West Covina Farmers Market,http://westcovinafarmersmarket.org,,,,,,195 GLENDORA av.,West Covina,Los Angeles,California,91790,01/01/2014 to 12/31/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,-117.92150900000001,34.0706,Closed-off public street,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-20T09:37:39Z,CA,107598.0
8302,1010852,West Duluth Farmer's Market,,,,,,,on Grand Ave. next to Walgreens,Duluth,St. Louis,Minnesota,55810,07/09/2015 to 10/01/2015,Thu: 3:00 PM-6:00 PM;,,,,,,,-92.15650699999999,46.747851000000004,,Y,N,N,N,N,-,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2015-02-24T16:47:53Z,MN,120101.0
8305,1003281,West End Farmers Market,http://www.cityofjohnstownpa.net,,,,,,401 Broad Street,Johnstown,Cambria,Pennsylvania,15906,June to October,Tue:3:00 PM - 6:00 PM;,,,,,,,-78.929,40.339773,Private business parking lot,N,Y,N,Y,N,-,Y,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,2012-05-01T08:48:18Z,PA,64615.0
8306,1017949,West End Farmers Market,http://www.leapforlocalfood.org/markets/west-end,facebook.com/westendcommunitymarket,leap4local,,@leapmarkets instagram,@leapmarkets instagram,1210 Patterson Avenue Southwest,Roanoke,Roanoke City,Virginia,24016,01/01/2017 to 12/31/2017,Tue: 3:00 PM-6:00 PM;,,,,,,,-79.962631,37.271972,,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,2017-04-28T14:27:30Z,VA,216177.0
8307,1005470,West End Farmers Market,http://www.westendfarmersmarket.org,https://www.facebook.com/WestEndFarmersMarket,wefm_,,,,Ben Brenman Park 4800 Brenman Park Drive,Alexandria,Alexandria,Virginia,22304,05/04/2014 to 11/23/2014,Sun: 8:30 AM-1:00 PM;,,,,,,,-77.116073,38.807356,Other,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-31T16:18:48Z,VA,160035.0
8308,1017941,West End Farmers Market,http://WTGPA.org,,,,,,2910 W Loop 289,Lubbock,Lubbock,Texas,79424,05/06/2017 to 10/14/2017,Sat: 9:30 AM-12:00 PM;,,,,,,,-101.94721700000001,33.567661,,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,2017-04-26T15:20:30Z,TX,262505.0
8309,1018207,West End Farmers Market,,https://www.facebook.com/WestEndFarmersMarketSantaRosa/,,https://www.youtube.com/watch?v=d4qTXXSc6P8,,,#9 Fourth Street,Santa Rosa,Sonoma,California,95401,04/01/2017 to 11/30/2017,Sun: 9:30 AM-2:00 PM;,,,,,,,-122.72123799999999,38.437591,,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,2017-06-20T15:17:55Z,CA,321908.0
8312,1003855,West End Senior Center Wednesday Farmer's Market,http://www.buhlseniors.org,,,,,,1010 Main Street,Buhl,Twin Falls,Idaho,83316,07/16/2014 to 09/24/2014,Wed: 4:30 PM-6:00 PM;,,,,,,,-114.76016100000001,42.598752000000005,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,2014-05-19T11:20:55Z,ID,4382.0
8315,1005711,West Frederick Farmers' Market,http://www.FrederickFarmFresh.com,https://www.facebook.com/WestFrederickFarmersMarket,,,,,800 Oak Street,Frederick,Frederick,Maryland,21702,05/02/2015 to 11/21/2015,Sat: 10:00 AM-1:00 PM;,,,,,,,-77.4377142,39.4101326,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,2015-04-09T13:27:45Z,MD,154972.0
8326,1018650,West La Farmers Market,http://www.wlafarmersmarket.com,https://www.facebook.com/WestLaFarmersMarket/,,,https://www.instagram.com/westlafarmersmarket/?hl=en,https://www.instagram.com/westlafarmersmarket/?hl=en,1600 Purdue Ave.,Los Angeles,Los Angeles,California,90025,01/01/2017 to 12/31/2017,Sun: 9:00 AM-2:00 PM;,,,,,,,-118.45067399999999,34.045724,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2017-07-11T18:25:57Z,CA,12815475.0
8327,1011203,West Lafayette Farmers Market,http://wlfarmersmarket.com,www.facebook.com/westlafayettefarmersmarket,WLFarmersMkt,,instagram: wlfarmersmarket,instagram: wlfarmersmarket,3065 N Salisbury St,West Lafayette,Tippecanoe,Indiana,47906,05/06/2015 to 10/28/2015,Wed: 3:30 PM-7:00 PM;,,,,,,,-86.915836,40.461469,,Y,Y,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2015-06-04T11:31:15Z,IN,46269.0
8335,1005316,West Oak Lane Farmers' Market,http://thefoodtrust.org/farmers-markets/market/west-oak-lane,,,,,,71st Avenue and Ogontz Avenue,Philadelphia,Philadelphia,Pennsylvania,19138,06/01/2015 to 11/01/2015,Tue: 1:00 PM-5:00 PM;,,,,,,,-75.151649,40.062409,,Y,Y,N,Y,Y,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2015-03-24T13:58:58Z,PA,5637884.0
